dataset,video_id,question_id,type,subtype,question,templ_values,answer,multiple choice,Number of answer alternatives
train,255,9748,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,49,1866,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""glockenspiel"", ""guitar""]",no,yes/no,2
train,87,3322,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""accordion"", ""outi""]",no,yes/no,2
train,222,8417,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""violin""]",no,yes/no,2
train,26,1072,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""qanun"", ""outi""]",no,yes/no,2
train,48,1818,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""dundun"", ""djembe""]",no,yes/no,2
train,99,3861,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""double bass""]",no,yes/no,2
train,133,5264,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drums"", ""guitar""]",no,yes/no,2
train,242,9160,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""drum""]",no,yes/no,2
train,84,3199,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drums"", ""guitar""]",no,yes/no,2
train,130,5158,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""dancer"", ""guitar""]",no,yes/no,2
train,227,8586,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""sitar""]",no,yes/no,2
train,229,8686,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""saxophone""]",no,yes/no,2
train,228,8643,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""violin""]",no,yes/no,2
train,190,7385,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""chimes"", ""double bass""]",no,yes/no,2
train,2,106,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""bass"", ""drums""]",no,yes/no,2
train,223,8466,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""violin""]",no,yes/no,2
train,240,9085,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,47,1776,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""dundun"", ""djembe""]",no,yes/no,2
train,114,4508,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""drums""]",no,yes/no,2
train,176,6833,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""violin"", ""laouto""]",no,yes/no,2
train,289,11074,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,115,4548,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,291,11157,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,192,7476,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""piano"", ""voice""]",no,yes/no,2
train,92,3552,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""clarinet"", ""outi""]",no,yes/no,2
train,103,4053,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""dundun"", ""djembe""]",no,yes/no,2
train,75,2837,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""kendang"", ""saron""]",no,yes/no,2
train,90,3459,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""piano"", ""computer""]",no,yes/no,2
train,89,3412,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""uillean pipe"", ""fiddle""]",no,yes/no,2
train,305,11696,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""piano"", ""voice""]",no,yes/no,2
train,172,6657,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""laouto"", ""violin""]",no,yes/no,2
train,267,10232,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""bells"", ""guitar""]",no,yes/no,2
train,245,9293,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,25,1020,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""djembe"", ""dundun""]",no,yes/no,2
train,256,9793,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,177,6872,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""violin"", ""guitar""]",no,yes/no,2
train,153,6026,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""piano"", ""accordion""]",no,yes/no,2
train,185,7190,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""violin"", ""accordion""]",no,yes/no,2
train,64,2432,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""piano"", ""drums""]",no,yes/no,2
train,62,2354,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""tuba"", ""trombone""]",no,yes/no,2
train,180,6995,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""qanun""]",no,yes/no,2
train,299,11479,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""guitar""]",no,yes/no,2
train,179,6954,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""tsabouna"", ""laouto""]",no,yes/no,2
train,173,6708,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""laouto"", ""violin""]",no,yes/no,2
train,161,6338,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drums"", ""guitar""]",yes,yes/no,2
train,248,9425,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",yes,yes/no,2
train,252,9607,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""guitar""]",yes,yes/no,2
train,104,4103,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drum"", ""tsabouna""]",yes,yes/no,2
train,18,739,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""violin"", ""tambourine""]",yes,yes/no,2
train,188,7302,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""flute"", ""cello""]",yes,yes/no,2
train,247,9384,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",yes,yes/no,2
train,102,4005,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""djembe"", ""dancer""]",yes,yes/no,2
train,98,3812,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""saxophone"", ""guitar""]",yes,yes/no,2
train,6,275,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drums"", ""bass""]",yes,yes/no,2
train,191,7431,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drums"", ""voice""]",yes,yes/no,2
train,292,11204,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",yes,yes/no,2
train,285,10910,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",yes,yes/no,2
train,9,413,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""guitar"", ""voice""]",yes,yes/no,2
train,221,8376,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""violin""]",yes,yes/no,2
train,170,6561,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""djembe"", ""dundun""]",yes,yes/no,2
train,97,3767,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""violin"", ""horn""]",yes,yes/no,2
train,159,6253,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drums"", ""saxophone""]",yes,yes/no,2
train,116,4596,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""trumpet""]",yes,yes/no,2
train,244,9250,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""violin""]",yes,yes/no,2
train,10,453,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""guitar"", ""voice""]",yes,yes/no,2
train,29,1182,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""saxophone"", ""guitar""]",yes,yes/no,2
train,298,11434,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""synthesizer""]",yes,yes/no,2
train,157,6176,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""horn"", ""violin""]",yes,yes/no,2
train,282,10778,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""double bass""]",yes,yes/no,2
train,119,4726,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""guitar""]",yes,yes/no,2
train,4,189,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drums"", ""voice""]",yes,yes/no,2
train,234,8865,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""synthesizer""]",yes,yes/no,2
train,118,4682,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""double bass"", ""guitar""]",yes,yes/no,2
train,156,6141,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""accordion"", ""violin""]",yes,yes/no,2
train,139,5474,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drums"", ""saxophone""]",yes,yes/no,2
train,193,7518,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""drum"", ""voice""]",yes,yes/no,2
train,220,8333,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,143,5597,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,144,5634,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,137,5392,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,219,8318,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,209,8073,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,208,8033,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,131,5175,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,125,4942,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,133,5243,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,168,6507,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,147,5769,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,166,6476,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,192,7455,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,142,5565,Visual,Existential,Is the dancer in the video always dancing?,[],no,yes/no,2
train,197,7661,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,188,7283,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,134,5285,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,199,7729,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,205,7931,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,145,5682,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,146,5726,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,163,6391,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,140,5493,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,179,6935,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,159,6227,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,177,6854,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,206,7968,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,124,4906,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,194,7539,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,150,5892,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,156,6121,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,149,5851,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,184,7131,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,203,7864,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,173,6682,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,215,8260,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,171,6587,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,189,7322,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,162,6361,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,185,7167,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,202,7831,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,153,6008,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,180,6978,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,183,7091,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,195,7588,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,158,6196,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,154,6046,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,198,7696,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,130,5138,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,157,6161,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,187,7247,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,138,5425,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,135,5320,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,182,7057,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,127,5023,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,155,6079,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,170,6539,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,201,7797,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,181,7017,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,193,7500,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,160,6280,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,136,5354,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,211,8148,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,178,6895,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,176,6816,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,152,5968,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,190,7366,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,139,5456,Visual,Existential,Is the dancer in the video always dancing?,[],yes,yes/no,2
train,92,3548,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,91,3496,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,34,1364,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,56,2130,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,94,3630,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,99,3857,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,55,2094,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,7,325,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,267,10228,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,49,1862,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
train,107,4243,Audio-Visual,Comparative,Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",no,yes/no,2
